Trace ID,Amplitude Range,Start time,End time,Similarity,Network,Station,Mode,Component,Azimuth,Incidence,Ellipticity
XA_S16_01_MH1,113.0,1975-07-02 14:03:20.000000,1975-07-02 14:03:40.075472,0.95,XA,16,flat mode,MH1,65.65847686005628,55.18754749188402,0.8313045930024365
XA_S16_01_MH1,846.0,1975-07-20 14:05:47.169811,1975-07-20 14:06:07.245283,0.92,XA,16,flat mode,MH1,161.19752584203061,48.02604456160587,0.9166194555255489
XA_S16_01_MH1,1001.0,1975-07-20 14:07:11.245283,1975-07-20 14:07:31.320755,0.97,XA,16,flat mode,MH1,160.1211906544914,60.124644602803954,0.8393350786798417
XA_S16_01_MH1,725.0,1975-07-21 14:02:43.320755,1975-07-21 14:03:03.396227,0.93,XA,16,flat mode,MH1,155.77045505791475,28.20921241896906,0.7863204934158611
XA_S16_01_MH1,880.0,1975-07-22 00:59:05.962264,1975-07-22 00:59:26.037736,0.94,XA,16,flat mode,MH1,160.17894120586948,72.0216967615213,0.567009638648824
XA_S16_01_MH1,873.0,1975-07-22 15:48:03.169811,1975-07-22 15:48:23.245283,0.95,XA,16,flat mode,MH1,159.17223999732974,29.002709063681742,0.7724725215738057
XA_S16_01_MH1,867.0,1975-07-23 14:09:13.056604,1975-07-23 14:09:33.132076,0.95,XA,16,flat mode,MH1,156.3555187684125,90.0,0.10563208801732939
XA_S16_01_MH1,76.0,1975-07-29 04:40:59.018868,1975-07-29 04:41:19.094340,0.92,XA,16,flat mode,MH1,64.41625535305981,90.0,0.0748509860917869
XA_S16_01_MH1,1023.0,1975-08-18 13:40:04.830189,1975-08-18 13:40:25.056604,0.91,XA,16,flat mode,MH1,160.19507337574416,57.67593598010506,0.8580769502666684
XA_S16_01_MH1,72.0,1975-08-18 13:41:23.773585,1975-08-18 13:41:43.849057,0.94,XA,16,flat mode,MH1,0.2345130585826767,12.72173616246157,0.3621758999356609
XA_S16_01_MH1,836.0,1975-08-19 14:18:25.358491,1975-08-19 14:18:45.584906,0.94,XA,16,flat mode,MH1,156.23157175680964,30.942817349800116,0.8410498429758588
