date,command,MAP,date_error,data_error,tape,file,phy_record,log_record,station
1972-01-17T14:38:47.682000Z,4,1,-,-,5,76,4,14,12
1972-01-17T14:39:32.361000Z,4,1,-,-,5,76,4,88,12
1972-01-19T20:28:33.181000Z,4,1,-,-,5,78,68,49,12
1972-01-19T20:28:53.105000Z,4,1,-,-,5,78,68,82,12
1972-01-21T14:59:30.021000Z,4,1,-,-,5,80,8,22,12
1972-01-21T15:01:03.002000Z,4,1,-,-,5,80,8,76,12
1972-01-23T04:15:38.492000Z,4,0,-,-,5,81,154,17,12
1972-01-23T15:21:23.465000Z,4,1,-,-,5,82,12,95,12
1972-01-23T15:21:42.785000Z,4,1,-,-,5,82,12,27,12
1972-01-24T15:14:12.200000Z,4,1,-,-,5,83,10,26,12
1972-01-24T15:14:39.973000Z,4,1,-,-,5,83,10,72,12
1972-01-25T15:15:35.777000Z,4,1,-,-,5,84,10,23,12
1972-01-25T15:16:27.701000Z,4,1,-,-,5,84,11,69,12
1972-01-26T16:47:47.297000Z,4,1,-,-,5,85,26,57,12
1972-01-26T16:48:18.692000Z,4,1,-,-,5,85,26,9,12
1972-01-27T15:20:24.722000Z,4,0,-,-,5,86,11,70,12
1972-01-27T20:07:19.322000Z,4,1,-,-,5,86,64,53,12
1972-01-27T20:08:14.720000Z,4,1,-,-,5,86,64,45,12
1972-01-27T23:28:54.560000Z,4,1,-,-,5,86,101,94,12
1972-01-28T13:39:29.258000Z,4,1,-,-,5,86,258,17,12
1972-01-28T13:40:15.144000Z,4,1,-,-,5,86,258,93,12
1972-01-29T14:35:03.867000Z,4,1,-,-,5,88,3,67,12
1972-01-29T14:35:49.148000Z,4,1,-,-,5,88,3,42,12
1972-01-30T07:59:24.965000Z,4,1,-,-,5,88,195,1,12
1972-01-30T07:59:56.964000Z,4,1,-,-,5,88,195,54,12
1972-01-30T16:57:12.108000Z,4,0,-,-,5,89,29,16,12
1972-01-31T15:12:22.890000Z,4,1,-,-,5,90,10,54,12
1972-01-31T15:12:57.908000Z,4,1,-,-,5,90,10,12,12
1972-02-01T18:54:26.549000Z,4,1,-,-,5,91,50,78,12
1972-02-01T18:55:44.433000Z,4,1,-,-,5,91,51,67,12
1972-02-02T10:01:07.695000Z,4,0,-,-,5,91,217,82,12
1972-02-02T15:26:51.178000Z,4,1,-,-,5,92,13,64,12
1972-02-02T15:27:43.101000Z,4,1,-,-,5,92,13,50,12
1972-02-03T15:17:27.931000Z,4,1,-,-,5,93,11,66,12
1972-02-03T15:18:19.251000Z,4,1,-,-,5,93,11,51,12
1972-02-04T14:07:33.119000Z,4,1,-,-,5,93,263,48,12
1972-02-04T14:08:17.796000Z,4,1,-,-,5,93,263,22,12
1972-02-05T15:06:02.849000Z,4,1,-,-,5,95,9,31,12
1972-02-05T15:07:03.223000Z,4,1,-,-,5,95,9,31,12
1972-02-06T14:44:03.316000Z,4,1,-,-,5,96,5,51,12
1972-02-06T14:46:01.048000Z,4,1,-,-,5,96,5,46,12
1972-02-07T15:05:28.688000Z,4,1,-,-,5,97,9,50,12
1972-02-07T15:06:28.459000Z,4,1,-,-,5,97,9,49,12
1972-02-08T14:42:22.996000Z,4,1,-,-,5,98,4,75,12
1972-02-08T14:44:03.221000Z,4,1,-,-,5,98,5,1,12
1972-02-09T14:04:01.135000Z,4,1,-,-,5,98,262,25,12
1972-02-09T14:05:04.530000Z,4,1,-,-,5,98,262,30,12
1972-02-10T14:31:03.650000Z,4,1,-,-,5,0,2,13,12
1972-02-10T14:32:02.818000Z,4,1,-,-,5,0,3,71,12
1972-02-11T01:47:08.642000Z,4,0,-,-,5,0,127,99,12
1972-02-11T15:24:04.055000Z,4,1,-,-,5,1,12,9,12
1972-02-11T15:25:02.620000Z,4,1,-,-,5,1,12,6,12
1972-02-13T09:12:08.182000Z,4,0,-,-,5,2,205,68,12
1972-02-14T14:59:33.205000Z,4,1,-,-,5,4,8,74,12
1972-02-14T15:00:03.393000Z,4,1,-,-,5,4,8,24,12
1972-02-16T02:21:13.156000Z,4,1,-,-,5,5,133,2,12
1972-02-16T02:21:33.082000Z,4,1,-,-,5,5,133,35,12
1972-02-16T14:43:38.284000Z,4,1,-,-,5,6,5,85,12
1972-02-16T14:44:13.906000Z,4,1,-,-,5,6,5,44,12
1972-02-18T13:57:33.285000Z,4,1,-,-,5,7,261,27,12
1972-02-18T13:57:58.040000Z,4,1,-,-,5,7,261,68,12
1972-02-22T15:13:26.382000Z,4,1,-,-,5,12,10,17,12
1972-02-22T15:14:18.307000Z,4,1,-,-,5,12,10,3,12
1972-02-23T15:13:55.241000Z,4,1,-,-,5,13,10,92,12
1972-02-23T15:17:09.052000Z,4,1,-,-,5,13,11,73,12
1972-02-24T05:41:16.622000Z,4,1,-,-,5,13,170,34,12
1972-02-24T05:42:02.508000Z,4,1,-,-,5,13,170,10,12
1972-02-25T18:03:33.709000Z,4,1,-,-,5,15,35,74,12
1972-02-25T18:04:37.103000Z,4,1,-,-,5,15,35,79,12
1972-02-26T13:01:54.628000Z,4,1,-,-,5,15,244,84,12
1972-02-26T13:02:55.607000Z,4,1,-,-,5,15,244,85,12
1972-02-27T13:05:30.318000Z,4,1,-,-,5,16,252,13,12
1972-02-27T13:06:14.996000Z,4,1,-,-,5,16,252,87,12
1972-02-28T14:44:18.055000Z,4,1,-,-,5,18,5,21,12
1972-02-28T14:45:03.336000Z,4,1,-,-,5,18,5,96,12
1972-02-29T04:03:02.750000Z,4,0,-,-,5,18,152,40,12
1972-02-29T15:15:20.079000Z,4,1,-,-,5,19,10,5,12
1972-02-29T15:16:13.210000Z,4,1,-,-,5,19,11,53,12
1972-03-01T14:28:03.085000Z,4,1,-,-,5,20,2,26,12
1972-03-01T14:29:03.460000Z,4,1,-,-,5,20,2,26,12
1972-03-02T15:15:12.328000Z,4,1,-,-,5,21,11,16,12
1972-03-02T15:16:03.646000Z,4,1,-,-,5,21,11,1,12
1972-03-03T15:07:14.220000Z,4,1,-,-,5,22,9,41,12
1972-03-03T15:08:03.124000Z,4,1,-,-,5,22,9,22,12
1972-03-04T15:12:02.894000Z,4,1,-,-,5,23,10,55,12
1972-03-04T15:12:33.081000Z,4,1,-,-,5,23,10,5,12
1972-03-05T16:15:03.116000Z,4,1,-,-,5,24,21,0,12
1972-03-05T16:16:02.888000Z,4,1,-,-,5,24,22,59,12
1972-03-06T15:06:03.382000Z,4,1,-,-,5,25,9,23,12
1972-03-06T15:07:03.154000Z,4,1,-,-,5,25,9,22,12
1972-03-07T14:10:03.336000Z,4,1,-,-,5,25,264,65,12
1972-03-07T14:11:03.108000Z,4,1,-,-,5,25,264,64,12
1972-03-08T14:24:18.468000Z,4,1,-,-,5,27,1,94,12
1972-03-08T14:25:03.146000Z,4,1,-,-,5,27,1,68,12
1972-03-09T15:51:03.292000Z,4,1,-,-,5,28,17,75,12
1972-03-09T15:52:03.065000Z,4,1,-,-,5,28,17,74,12
1972-03-10T14:20:05.824000Z,4,1,-,-,5,28,266,14,12
1972-03-10T14:21:05.597000Z,4,1,-,-,5,28,266,13,12
1972-03-13T09:50:13.138000Z,4,0,-,-,5,31,216,48,12
1972-03-13T14:57:40.206000Z,4,1,-,-,5,32,7,66,12
1972-03-13T14:58:01.942000Z,4,1,-,-,5,32,7,2,12
1972-03-15T15:19:08.328000Z,4,1,-,-,5,34,11,21,12
1972-03-15T15:20:08.101000Z,4,1,-,-,5,34,11,20,12
1972-03-17T14:40:53.124000Z,4,1,-,-,5,36,2,92,12
1972-03-17T14:41:38.406000Z,4,1,-,-,5,36,2,67,12
1972-03-20T18:09:51.950000Z,4,1,-,-,5,39,43,29,12
1972-03-20T18:10:36.026000Z,4,1,-,-,5,39,43,2,12
1972-03-22T11:04:38.125000Z,4,1,-,-,5,40,229,39,12
1972-03-22T11:05:13.748000Z,4,1,-,-,5,40,229,98,12
1972-03-23T01:57:20.644000Z,4,0,-,-,5,41,129,95,12
1972-03-23T21:44:45.240000Z,4,1,-,-,5,42,82,71,12
1972-03-23T21:45:23.882000Z,4,1,-,-,5,42,82,35,12
1972-03-24T19:13:30.264000Z,4,1,-,-,5,43,54,74,12
1972-03-24T19:13:59.848000Z,4,1,-,-,5,43,54,23,12
1972-03-25T07:57:50.104000Z,4,1,-,-,5,43,195,37,12
1972-03-25T07:58:32.970000Z,4,1,-,-,5,43,195,8,12
1972-03-26T15:00:03.104000Z,4,1,-,-,5,45,8,67,12
1972-03-26T15:00:38.122000Z,4,1,-,-,5,45,8,25,12
1972-03-27T14:23:22.644000Z,4,1,-,-,5,46,1,2,12
1972-03-27T14:24:03.096000Z,4,1,-,-,5,46,1,69,12
1972-03-28T14:39:03.422000Z,4,1,-,-,5,47,4,40,12
1972-03-28T14:39:33.610000Z,4,1,-,-,5,47,4,90,12
1972-03-29T14:58:33.586000Z,4,1,-,-,5,48,7,58,12
1972-03-29T14:59:03.773000Z,4,1,-,-,5,48,7,8,12
1972-03-30T14:06:40.711000Z,4,1,-,-,5,48,263,57,12
1972-03-30T14:07:03.653000Z,4,1,-,-,5,48,263,95,12
1972-03-31T14:17:03.241000Z,4,1,-,-,5,49,265,99,12
1972-03-31T14:18:04.823000Z,4,1,-,-,5,49,265,1,12
1972-04-01T15:11:03.059000Z,4,1,-,-,5,51,10,80,12
1972-04-01T15:12:03.434000Z,4,1,-,-,5,51,10,80,12
1972-04-02T14:53:03.056000Z,4,1,-,-,5,52,6,51,12
1972-04-02T14:54:02.828000Z,4,1,-,-,5,52,7,10,12
1972-04-03T14:43:03.052000Z,4,1,-,-,5,53,4,37,12
1972-04-03T14:44:03.428000Z,4,1,-,-,5,53,5,97,12
1972-04-04T14:06:38.249000Z,4,1,-,-,5,53,263,89,12
1972-04-04T14:08:22.698000Z,4,1,-,-,5,53,263,62,12
1972-04-05T14:07:48.640000Z,4,1,-,-,5,54,263,91,12
1972-04-05T14:09:34.297000Z,4,1,-,-,5,54,263,66,12
1972-04-06T14:16:03.124000Z,4,1,-,-,5,55,264,88,12
1972-04-06T14:17:02.896000Z,4,1,-,-,5,55,265,47,12
1972-04-07T16:40:02.909000Z,4,1,-,-,5,57,26,13,12
1972-04-07T16:41:03.286000Z,4,1,-,-,5,57,26,13,12
1972-04-10T16:33:27.836000Z,4,1,-,-,5,60,24,48,12
1972-04-10T16:34:13.119000Z,4,1,-,-,5,60,24,23,12
1972-04-12T16:01:42.622000Z,4,1,-,-,5,62,19,54,12
1972-04-12T16:02:12.811000Z,4,1,-,-,5,62,19,4,12
1972-04-14T16:11:12.943000Z,4,1,-,-,5,64,21,18,12
1972-04-14T16:12:12.717000Z,4,1,-,-,5,64,21,17,12
1972-04-15T16:59:17.068000Z,4,0,-,-,5,65,30,35,12
1972-04-17T17:02:07.181000Z,4,1,-,-,5,67,30,17,12
1972-04-17T17:02:55.483000Z,4,1,-,-,5,67,30,97,12
1972-04-19T17:42:33.604000Z,4,1,-,-,5,69,38,16,12
1972-04-19T17:43:12.849000Z,4,1,-,-,5,69,38,81,12
1972-04-20T19:53:13.543000Z,4,1,-,-,5,70,62,41,12
1972-04-20T19:54:13.317000Z,4,1,-,-,5,70,62,40,12
1972-04-21T14:59:23.324000Z,4,1,-,-,5,71,8,84,12
1972-04-21T14:59:33.588000Z,4,1,-,-,5,71,8,1,12
1972-04-22T14:05:48.774000Z,4,0,-,-,5,71,262,99,12
1972-04-22T20:21:13.730000Z,4,1,-,-,5,72,67,24,12
1972-04-22T20:21:28.825000Z,4,1,-,-,5,72,67,49,12
1972-04-23T17:07:28.546000Z,4,1,-,-,5,73,17,34,12
1972-04-23T17:07:43.640000Z,4,1,-,-,5,73,17,59,12
1972-04-26T17:27:13.742000Z,4,1,-,-,5,76,35,13,12
1972-04-26T17:27:33.666000Z,4,1,-,-,5,76,35,46,12
1972-04-27T08:45:18.382000Z,4,1,-,-,5,76,204,71,12
1972-04-27T08:47:48.113000Z,4,1,-,-,5,76,204,19,12
1972-04-28T06:23:43.056000Z,4,0,-,-,5,77,175,16,12
1972-04-29T11:08:03.406000Z,4,1,-,-,5,78,230,26,12
1972-04-29T11:09:13.441000Z,4,1,-,-,5,78,230,42,12
1972-04-30T05:05:28.458000Z,4,1,-,-,5,79,163,34,12
1972-04-30T05:06:18.569000Z,4,1,-,-,5,79,163,17,12
1972-05-01T23:46:18.230000Z,4,1,-,-,5,81,104,22,12
1972-05-01T23:46:48.417000Z,4,1,-,-,5,81,105,32,12
1972-05-02T23:12:35.189000Z,4,1,-,-,5,82,98,13,12
1972-05-02T23:13:00.547000Z,4,1,-,-,5,82,98,55,12
1972-05-03T13:48:22.902000Z,4,1,-,-,5,82,259,98,12
1972-05-03T13:48:37.996000Z,4,1,-,-,5,82,259,23,12
1972-05-05T23:55:45.246000Z,4,1,-,-,5,85,106,18,12
1972-05-05T23:56:45.019000Z,4,1,-,-,5,85,106,17,12
1972-05-06T07:18:27.016000Z,4,0,-,-,5,85,188,32,12
1972-05-06T14:20:13.022000Z,4,1,-,-,5,85,265,66,12
1972-05-06T14:21:23.058000Z,4,1,-,-,5,86,1,4,12
1972-05-07T14:09:08.052000Z,4,1,-,-,5,86,263,17,12
1972-05-07T14:09:27.977000Z,4,1,-,-,5,86,263,50,12
1972-05-08T13:37:12.705000Z,4,1,-,-,5,87,258,25,12
1972-05-08T13:37:38.063000Z,4,1,-,-,5,87,258,67,12
1972-05-09T01:28:02.557000Z,4,0,-,-,5,88,123,73,12
1972-05-09T13:50:57.865000Z,4,1,-,-,5,88,260,93,12
1972-05-09T13:51:17.789000Z,4,1,-,-,5,88,260,26,12
1972-05-09T18:43:18.058000Z,4,1,-,-,5,89,49,12,12
1972-05-09T18:43:42.812000Z,4,1,-,-,5,89,49,53,12
1972-05-12T00:37:02.847000Z,4,1,-,-,5,91,114,35,12
1972-05-12T00:38:02.620000Z,4,1,-,-,5,91,114,34,12
1972-05-13T00:39:02.915000Z,4,1,-,-,5,92,114,8,12
1972-05-13T00:40:02.689000Z,4,1,-,-,5,92,114,7,12
1972-05-14T01:35:03.448000Z,4,1,-,-,5,93,124,1,12
1972-05-14T01:37:02.995000Z,4,1,-,-,5,93,124,99,12
1972-05-14T17:19:36.000000Z,4,1,-,-,5,94,33,24,12
1972-05-14T17:21:05.963000Z,4,1,-,-,5,94,34,33,12
1972-05-16T15:19:03.315000Z,4,1,-,-,5,96,11,35,12
1972-05-16T15:20:03.088000Z,4,1,-,-,5,96,11,34,12
1972-05-17T06:20:18.457000Z,4,1,-,-,5,96,177,70,12
1972-05-17T06:21:18.230000Z,4,1,-,-,5,96,177,69,12
1972-05-18T05:40:17.831000Z,4,1,-,-,5,97,170,55,12
1972-05-18T05:41:18.208000Z,4,1,-,-,5,97,170,55,12
1972-05-18T12:13:55.655000Z,4,0,-,-,5,97,242,43,12
1972-05-19T05:26:19.177000Z,4,1,-,-,5,98,167,99,12
1972-05-19T05:27:18.346000Z,4,1,-,-,5,98,167,97,12
1972-05-20T05:29:13.034000Z,4,1,-,-,5,99,168,35,12
1972-05-20T05:30:12.807000Z,4,1,-,-,5,99,168,34,12
1972-05-21T17:48:03.891000Z,4,1,-,-,5,1,39,16,12
1972-05-21T17:49:03.664000Z,4,1,-,-,5,1,39,15,12
1972-05-21T23:36:13.851000Z,4,1,-,-,5,1,103,51,12
1972-05-21T23:36:33.172000Z,4,1,-,-,5,1,103,83,12
1972-05-23T13:23:13.549000Z,4,1,-,-,5,2,255,9,12
1972-05-23T13:24:13.321000Z,4,1,-,-,5,2,255,8,12
1972-05-23T23:21:15.480000Z,4,1,-,-,5,3,100,95,12
1972-05-23T23:21:38.423000Z,4,1,-,-,5,3,100,33,12
1972-05-25T00:17:33.310000Z,4,1,-,-,5,4,110,41,12
1972-05-25T00:18:33.081000Z,4,1,-,-,5,4,110,40,12
1972-05-25T21:25:18.454000Z,4,1,-,-,5,5,79,24,12
1972-05-25T21:25:45.623000Z,4,1,-,-,5,5,79,69,12
1972-05-26T17:03:03.108000Z,4,1,-,-,5,6,30,45,12
1972-05-26T17:03:18.792000Z,4,1,-,-,5,6,30,71,12
1972-05-28T01:13:47.927000Z,4,1,-,-,5,7,121,69,12
1972-05-28T01:14:30.614000Z,4,1,-,-,5,7,121,40,12
1972-05-28T06:07:19.682000Z,4,1,-,-,5,7,175,5,12
1972-05-28T06:08:29.757000Z,4,1,-,-,5,7,175,21,12
1972-05-28T23:34:13.514000Z,4,1,-,-,5,8,102,1,12
1972-05-31T23:49:08.058000Z,4,1,-,-,5,11,105,66,12
1972-05-31T23:51:13.639000Z,4,1,-,-,5,11,105,74,12
1972-06-01T22:56:27.578000Z,4,1,-,-,5,12,95,31,12
1972-06-01T22:57:38.217000Z,4,1,-,-,5,12,96,8,12
1972-06-02T00:16:02.079000Z,4,0,*,*,6,72,85,56,12
1972-06-02T23:06:34.596000Z,4,1,-,-,5,13,97,90,12
1972-06-02T23:07:34.368000Z,4,1,-,-,5,13,97,89,12
1972-06-03T23:07:11.898000Z,4,1,-,-,5,14,97,15,12
1972-06-03T23:08:03.217000Z,4,1,-,-,5,14,97,0,12
1972-06-04T23:05:03.573000Z,4,1,-,-,5,15,97,6,12
1972-06-04T23:06:02.742000Z,4,1,-,-,5,15,97,4,12
1972-06-05T16:55:13.063000Z,4,1,-,-,5,16,29,43,12
1972-06-06T03:50:03.169000Z,4,1,-,-,5,16,149,87,12
1972-06-06T03:51:02.942000Z,4,1,-,-,5,16,149,86,12
1972-06-06T16:12:03.870000Z,4,1,-,-,5,17,21,3,12
1972-06-06T16:12:32.850000Z,4,1,-,-,5,17,21,51,12
1972-06-07T06:43:06.325000Z,4,1,-,-,5,17,181,63,12
1972-06-07T06:44:03.080000Z,4,1,-,-,5,17,181,57,12
1972-06-07T21:17:05.782000Z,4,1,-,-,5,18,77,71,12
1972-06-07T21:18:03.141000Z,4,1,-,-,5,18,77,66,12
1972-06-08T12:57:02.988000Z,4,1,-,-,5,18,250,38,12
1972-06-08T13:03:04.648000Z,4,1,-,-,5,18,251,97,12
1972-06-09T14:14:04.787000Z,4,1,-,-,5,19,264,71,12
1972-06-09T14:15:02.749000Z,4,1,-,-,5,19,264,67,12
1972-06-12T13:17:28.445000Z,4,1,-,-,5,22,253,81,12
1972-06-12T13:20:42.860000Z,4,1,-,-,5,22,253,3,12
1972-06-14T12:54:58.407000Z,4,1,-,-,5,24,249,13,12
1972-06-14T12:55:27.992000Z,4,1,-,-,5,24,249,62,12
1972-06-16T15:12:53.155000Z,4,1,-,-,5,27,10,62,12
1972-06-16T15:13:36.022000Z,4,1,-,-,5,27,10,33,12
1972-06-18T14:03:04.825000Z,4,1,-,-,5,28,260,64,12
1972-06-18T14:03:39.843000Z,4,1,-,-,5,28,260,22,12
1972-06-19T18:51:39.261000Z,4,1,-,-,5,30,50,2,12
1972-06-19T18:52:13.072000Z,4,1,-,-,5,30,50,58,12
1972-06-20T11:59:33.538000Z,4,1,-,-,5,30,239,90,12
1972-06-20T12:00:23.652000Z,4,1,-,-,5,30,240,33,12
1972-06-21T07:53:13.500000Z,4,1,-,-,5,31,194,11,12
1972-06-21T07:53:43.085000Z,4,1,-,-,5,31,194,60,12
1972-06-22T11:42:04.627000Z,4,1,-,-,5,32,236,76,12
1972-06-22T11:42:33.607000Z,4,1,-,-,5,32,236,24,12
1972-06-22T23:23:37.935000Z,4,0,-,-,5,33,100,31,12
1972-06-23T12:22:03.207000Z,4,1,-,-,5,33,244,28,12
1972-06-23T12:23:16.262000Z,4,1,-,-,5,33,244,49,12
1972-06-24T13:04:03.540000Z,4,1,-,-,5,34,251,21,12
1972-06-24T13:05:23.839000Z,4,1,-,-,5,34,252,14,12
1972-06-25T12:51:58.598000Z,4,1,-,-,5,35,249,33,12
1972-06-25T12:52:23.956000Z,4,1,-,-,5,35,249,75,12
1972-06-26T13:10:45.948000Z,4,1,-,-,5,36,252,8,12
1972-06-26T13:11:08.287000Z,4,1,-,-,5,36,253,5,12
1972-06-27T13:03:33.180000Z,4,1,-,-,5,37,251,73,12
1972-06-27T13:05:12.799000Z,4,1,-,-,5,37,251,38,12
1972-06-28T13:38:33.176000Z,4,1,-,-,5,38,258,15,12
1972-06-28T13:38:51.289000Z,4,1,-,-,5,38,258,45,12
1972-06-29T05:21:52.666000Z,4,0,-,-,5,39,166,91,12
1972-06-29T05:52:38.946000Z,4,0,-,-,5,39,172,9,12
1972-06-29T12:53:07.989000Z,4,1,-,-,5,39,249,12,12
1972-06-29T12:53:29.120000Z,4,1,-,-,5,39,249,47,12
1972-06-30T14:00:28.470000Z,4,1,-,-,5,40,262,61,12
1972-06-30T14:02:12.919000Z,4,1,-,-,5,40,262,34,12
1972-07-01T13:53:11.146000Z,4,1,-,-,5,41,260,52,12
1972-07-01T13:57:42.230000Z,4,1,-,-,5,41,260,1,12
1972-07-02T15:00:53.497000Z,4,1,-,-,5,43,8,50,12
1972-07-02T15:01:53.269000Z,4,1,-,-,5,43,8,49,12
1972-07-03T13:17:00.868000Z,4,1,-,-,5,43,254,91,12
1972-07-03T13:18:01.244000Z,4,1,-,-,5,43,254,91,12
1972-07-04T08:10:13.119000Z,4,1,-,-,5,44,197,71,12
1972-07-04T08:11:13.495000Z,4,1,-,-,5,44,197,71,12
1972-07-05T00:35:28.001000Z,4,0,-,-,5,45,114,10,12
1972-07-05T16:34:02.747000Z,4,1,-,-,5,46,25,27,12
1972-07-05T16:35:03.124000Z,4,1,-,-,5,46,25,27,12
1972-07-06T17:24:12.811000Z,4,1,-,-,5,47,34,53,12
1972-07-06T17:25:13.792000Z,4,1,-,-,5,47,34,54,12
1972-07-07T08:04:13.340000Z,4,1,-,-,5,47,196,24,12
1972-07-07T08:05:13.113000Z,4,1,-,-,5,47,196,23,12
1972-07-08T13:16:12.681000Z,4,1,-,-,5,48,253,53,12
1972-07-08T13:17:13.058000Z,4,1,-,-,5,48,253,53,12
1972-07-10T13:03:52.677000Z,4,1,-,-,5,50,251,0,12
1972-07-10T13:04:32.504000Z,4,1,-,-,5,50,251,66,12
1972-07-12T12:59:30.496000Z,4,1,-,-,5,52,250,3,12
1972-07-12T13:00:44.156000Z,4,1,-,-,5,52,251,85,12
1972-07-14T14:58:17.553000Z,4,1,-,-,5,55,7,32,12
1972-07-14T14:59:05.251000Z,4,1,-,-,5,55,7,11,12
1972-07-17T12:31:37.175000Z,4,1,-,-,5,57,245,56,12
1972-07-17T12:32:38.760000Z,4,1,-,-,5,57,245,58,12
1972-07-18T14:44:08.353000Z,4,1,-,-,5,59,5,5,12
1972-07-18T14:45:02.089000Z,4,1,-,-,5,59,5,94,12
1972-07-19T17:38:29.417000Z,4,1,-,-,5,60,37,51,12
1972-07-19T17:39:28.587000Z,4,1,-,-,5,60,37,49,12
1972-07-20T19:06:18.318000Z,4,1,-,-,5,61,53,5,12
1972-07-20T19:06:48.506000Z,4,1,-,-,5,61,53,55,12
1972-07-21T20:57:16.513000Z,4,1,-,-,5,62,73,67,12
1972-07-21T20:58:51.303000Z,4,1,-,-,5,62,74,84,12
1972-07-23T13:43:09.024000Z,4,1,-,-,5,63,257,99,12
1972-07-23T13:45:45.397000Z,4,1,-,-,5,63,258,18,12
1972-07-23T15:27:22.718000Z,4,0,-,-,5,64,13,82,12
1972-07-24T09:05:42.695000Z,4,0,-,-,5,64,204,71,12
1972-07-24T15:16:33.913000Z,4,1,-,-,5,65,11,88,12
1972-07-24T15:16:53.233000Z,4,1,-,-,5,65,11,20,12
1972-07-27T13:17:53.296000Z,4,1,-,-,5,67,246,8,12
1972-07-27T13:18:13.220000Z,4,1,-,-,5,67,246,41,12
1972-07-28T15:13:08.238000Z,4,1,-,-,5,69,10,87,12
1972-07-28T15:13:32.992000Z,4,1,-,-,5,69,10,28,12
1972-07-29T13:49:05.847000Z,4,1,-,-,5,69,259,23,12
1972-07-29T13:50:03.204000Z,4,1,-,-,5,69,260,78,12
1972-07-30T13:46:08.521000Z,4,1,-,-,5,70,259,76,12
1972-07-30T13:46:43.539000Z,4,1,-,-,5,70,259,34,12
1972-07-31T12:47:03.475000Z,4,1,-,-,5,71,248,52,12
1972-07-31T12:47:33.059000Z,4,1,-,-,5,71,248,1,12
1972-08-01T13:48:12.894000Z,4,1,-,-,5,72,259,85,12
1972-08-01T13:49:12.666000Z,4,1,-,-,5,72,260,44,12
1972-08-02T15:42:12.936000Z,4,1,-,-,5,74,15,77,12
1972-08-02T15:43:12.708000Z,4,1,-,-,5,74,16,36,12
1972-08-03T13:49:12.698000Z,4,1,-,-,5,74,241,29,12
1972-08-03T13:50:13.074000Z,4,1,-,-,5,74,241,29,12
1972-08-04T05:30:12.843000Z,4,1,-,-,5,75,168,88,12
1972-08-04T05:31:13.219000Z,4,1,-,-,5,75,168,88,12
1972-08-04T16:07:13.150000Z,4,1,-,-,5,76,20,61,12
1972-08-04T16:08:12.923000Z,4,1,-,-,5,76,20,60,12
1972-08-06T10:44:51.693000Z,4,0,-,-,5,77,222,49,12
1972-08-07T13:18:33.763000Z,4,1,-,-,5,78,253,37,12
1972-08-07T13:19:32.933000Z,4,1,-,-,5,78,253,35,12
1972-08-09T12:56:08.658000Z,4,1,-,-,5,80,250,56,12
1972-08-09T12:57:25.337000Z,4,1,-,-,5,80,250,83,12
1972-08-11T12:29:34.248000Z,4,0,-,-,5,82,245,9,12
1972-08-11T13:02:38.250000Z,4,1,-,-,5,82,251,55,12
1972-08-11T13:03:18.099000Z,4,1,-,-,5,82,251,21,12
1972-08-14T12:57:33.625000Z,4,1,-,-,5,85,248,75,12
1972-08-14T12:58:18.305000Z,4,1,-,-,5,85,248,49,12
1972-08-16T13:39:16.450000Z,4,1,-,-,5,87,251,89,12
1972-08-16T13:40:25.884000Z,4,1,-,-,5,87,251,4,12
1972-08-17T18:37:28.791000Z,4,1,-,-,5,89,48,73,12
1972-08-17T18:38:09.244000Z,4,1,-,-,5,89,48,40,12
1972-08-18T14:34:12.044000Z,4,1,-,-,5,90,3,98,12
1972-08-18T14:35:09.403000Z,4,1,-,-,5,90,3,93,12
1972-08-19T20:21:45.158000Z,4,1,-,-,6,1,67,74,12
1972-08-19T20:27:09.377000Z,4,1,-,-,6,1,68,71,12
1972-08-20T13:11:27.097000Z,4,1,-,-,6,1,253,68,12
1972-08-20T13:12:09.963000Z,4,1,-,-,6,1,253,39,12
1972-08-21T00:07:00.498000Z,4,0,-,-,6,2,108,77,12
1972-08-21T14:16:21.088000Z,4,1,-,-,6,2,264,93,12
1972-08-21T14:16:48.258000Z,4,1,-,-,6,2,264,38,12
1972-08-22T14:09:58.060000Z,4,1,-,-,6,3,263,13,12
1972-08-22T14:10:32.407000Z,4,1,-,-,6,3,263,70,12
1972-08-23T14:08:36.732000Z,4,0,-,-,6,4,255,29,12
1972-08-23T16:13:13.019000Z,4,1,-,-,6,5,21,18,12
1972-08-23T16:13:48.037000Z,4,1,-,-,6,5,21,76,12
1972-08-24T13:44:53.254000Z,4,1,-,-,6,5,259,60,12
1972-08-24T13:45:18.008000Z,4,1,-,-,6,5,259,1,12
1972-08-25T13:08:18.169000Z,4,1,-,-,6,6,252,96,12
1972-08-25T13:08:42.923000Z,4,1,-,-,6,6,252,37,12
1972-08-26T14:02:13.236000Z,4,1,-,-,6,7,262,18,12
1972-08-26T14:02:37.991000Z,4,1,-,-,6,7,262,59,12
1972-08-26T17:17:38.129000Z,4,0,-,-,6,8,33,39,12
1972-08-27T13:36:24.768000Z,4,1,-,-,6,8,257,22,12
1972-08-27T13:37:25.747000Z,4,1,-,-,6,8,257,23,12
1972-08-28T17:06:16.796000Z,4,1,-,-,6,10,31,90,12
1972-08-28T17:07:12.945000Z,4,1,-,-,6,10,31,83,12
1972-08-29T12:48:37.864000Z,4,1,-,-,6,10,248,10,12
1972-08-29T12:49:22.542000Z,4,1,-,-,6,10,249,44,12
