Trace ID,Amplitude Range,Start time,End time,Similarity,Network,Station,Mode,Component,Azimuth,Incidence,Ellipticity
XA_S14_00_MHZ,420.0,1971-02-06 19:33:44.905660,1971-02-06 19:34:15.094339,0.93,XA,14,peaked mode,MHZ,2.193273948331568,24.9247707784836,0.5480529305985536
XA_S14_00_MHZ,15.0,1971-02-07 13:31:02.339623,1971-02-07 13:31:32.528302,0.94,XA,14,peaked mode,MHZ,31.77221916569666,66.21824868541763,0.3821891670064019
XA_S14_00_MHZ,15.0,1971-02-07 17:25:03.698113,1971-02-07 17:25:23.773585,0.94,XA,14,peaked mode,MHZ,44.816964757806666,54.80144752554951,0.23312099908262654
XA_S14_00_MHZ,15.0,1971-02-07 21:42:44.679245,1971-02-07 21:43:14.867924,0.94,XA,14,peaked mode,MHZ,50.012073206146574,64.46054066923232,0.3647444173570317
XA_S14_00_MHZ,15.0,1971-02-07 21:45:47.169811,1971-02-07 21:46:07.396226,0.93,XA,14,peaked mode,MHZ,46.831657338704915,57.674490932394406,0.22148243025645356
XA_S14_00_MHZ,15.0,1971-02-07 21:48:34.566038,1971-02-07 21:49:04.754717,0.93,XA,14,peaked mode,MHZ,45.65006786560798,45.63597663251245,0.45295875026081955
XA_S14_00_MHZ,337.0,1971-02-07 21:48:59.320755,1971-02-07 21:49:29.509434,0.91,XA,14,peaked mode,MHZ,77.15949711642132,0.9286794904621023,0.03736146422162418
XA_S14_00_MHZ,15.0,1971-02-07 21:50:49.660377,1971-02-07 21:51:19.849056,0.94,XA,14,peaked mode,MHZ,46.06054028391676,57.62553757697017,0.2024531460011003
XA_S14_00_MHZ,15.0,1971-02-09 08:04:45.584906,1971-02-09 08:05:15.773585,0.94,XA,14,peaked mode,MHZ,50.13664067096165,59.94808209897334,0.19946727613669493
XA_S14_00_MHZ,63.0,1971-02-09 20:52:39.547170,1971-02-09 20:53:09.735849,0.94,XA,14,peaked mode,MHZ,51.86730924112199,4.757460686145525,0.22970688363027453
XA_S14_00_MHZ,10.0,1971-02-09 22:00:22.641509,1971-02-09 22:00:52.830188,0.94,XA,14,peaked mode,MHZ,47.38175715394186,20.778747113336642,0.34761496144851184
XA_S14_00_MHZ,9.0,1971-02-09 22:06:23.698113,1971-02-09 22:06:53.886792,0.9,XA,14,peaked mode,MHZ,53.530194944677326,58.99372946751247,0.5221247921220352
XA_S14_00_MHZ,12.0,1971-02-09 22:48:43.622642,1971-02-09 22:49:13.811321,0.94,XA,14,peaked mode,MHZ,66.8668557533085,79.820472868999,0.4000077890423617
XA_S14_00_MHZ,32.0,1971-02-10 02:41:43.094340,1971-02-10 02:42:13.283019,0.94,XA,14,peaked mode,MHZ,102.15792590456509,13.241735297072735,0.21324832206538682
XA_S14_00_MHZ,50.0,1971-02-10 06:39:00.679245,1971-02-10 06:39:30.867924,0.93,XA,14,peaked mode,MHZ,66.65932062263764,76.26827058162228,0.40159556059954277
XA_S14_00_MHZ,29.0,1971-02-10 06:48:08.603774,1971-02-10 06:48:38.792453,0.92,XA,14,peaked mode,MHZ,77.83620764920101,82.00405717185956,0.3207812599639647
XA_S14_00_MHZ,25.0,1971-02-10 07:20:27.018868,1971-02-10 07:20:57.207547,0.94,XA,14,peaked mode,MHZ,72.80787325518433,62.80613400850826,0.6708708378246238
XA_S14_00_MHZ,37.0,1971-02-10 07:39:24.075472,1971-02-10 07:39:54.264151,0.95,XA,14,peaked mode,MHZ,5.869449993655806,30.00989541312659,0.5640178802310747
XA_S14_00_MHZ,44.0,1971-02-10 08:07:43.849057,1971-02-10 08:08:14.037736,0.95,XA,14,peaked mode,MHZ,10.937174990229094,9.71987988324875,0.17474364239668308
XA_S14_00_MHZ,7.0,1971-02-10 08:11:29.811321,1971-02-10 08:12:00.000000,0.91,XA,14,peaked mode,MHZ,24.222755909182357,56.76291671863393,0.659244240789333
XA_S14_00_MHZ,41.0,1971-02-10 16:28:19.018868,1971-02-10 16:28:49.207547,0.9,XA,14,peaked mode,MHZ,16.749417906764094,83.35726577007267,0.15611730649407876
XA_S14_00_MHZ,13.0,1971-02-10 18:26:22.490566,1971-02-10 18:26:52.679245,0.93,XA,14,peaked mode,MHZ,47.008380779008704,59.93487790217349,0.1666154807237654
XA_S14_00_MHZ,22.0,1971-02-10 20:14:41.207547,1971-02-10 20:15:11.396226,0.94,XA,14,peaked mode,MHZ,67.83919072423065,16.192728190571422,0.4519025297019536
XA_S14_00_MHZ,8.0,1971-02-10 21:33:17.433962,1971-02-10 21:33:47.622641,0.92,XA,14,peaked mode,MHZ,58.20094413890112,20.687343841019082,0.37525436367679765
XA_S14_00_MHZ,15.0,1971-02-10 21:41:05.207547,1971-02-10 21:41:35.396226,0.93,XA,14,peaked mode,MHZ,33.75400007548403,13.369123709658247,0.36632480270638956
XA_S14_00_MHZ,12.0,1971-02-11 00:30:55.094340,1971-02-11 00:31:25.283019,0.92,XA,14,peaked mode,MHZ,68.49019844411634,15.726522220834635,0.2699695754173806
XA_S14_00_MHZ,28.0,1971-02-11 01:03:39.169811,1971-02-11 01:04:09.358490,0.92,XA,14,peaked mode,MHZ,62.52338878107102,81.05162319204109,0.16738386813979111
XA_S14_00_MHZ,14.0,1971-02-11 02:21:23.773585,1971-02-11 02:21:53.962264,0.9,XA,14,peaked mode,MHZ,50.425421212203965,68.30119662153024,0.3177766907239166
XA_S14_00_MHZ,10.0,1971-02-11 03:24:58.113208,1971-02-11 03:25:28.301887,0.9,XA,14,peaked mode,MHZ,61.22496199384022,79.4007901760185,0.35010105593213453
XA_S14_00_MHZ,11.0,1971-02-11 04:19:48.075472,1971-02-11 04:20:18.264151,0.91,XA,14,peaked mode,MHZ,53.07719601049005,54.644652857517315,0.6354937083802535
XA_S14_00_MHZ,12.0,1971-02-11 05:06:12.679245,1971-02-11 05:06:42.867924,0.92,XA,14,peaked mode,MHZ,47.065224330664506,20.798288518610345,0.3829937913879618
